invoice_no,customer_id,category,product_name,quantity,price,payment_method,invoice_date,shopping_mall,discount,email,gender,age,city,total_amount
INV08397,CUST1262,Home & Kitchen,Designer Curtains,2,1767.68,UPI,2022-02-16,JC Brothers Shopping Complex,21.13,srinivas.sastry@yahoo.com,Male,52,Jammalamadugu,2788.34
INV08398,CUST0651,Clothing,Women's Saree,4,1690.55,UPI,2023-05-18,Sri Lakshmi Shopping Mall,34.55,venkat.yadav@apcob.org,Male,25,Proddatur,4425.86
INV08399,CUST0384,Electronics,OnePlus Nord CE 2,2,27372.39,UPI,2023-12-03,PSR Shopping Mall,1.83,srikanth.swamy@andhramail.com,Male,57,Kadapa,53742.95
INV08400,CUST0140,Electronics,Bajaj Induction Cooker,1,3138.06,UPI,2022-03-08,SVR Mall,14.1,madhavi.agarwal@proddaturmail.com,Female,66,Jammalamadugu,2695.59
INV08401,CUST1081,Sports,Sports Water Bottle,1,306.08,UPI,2022-12-01,Proddatur Central Mall,5.59,venkat.yadav@kakinada.edu.in,Male,51,Badvel,288.97
INV08402,CUST1056,Clothing,Men's Cotton Shirt,7,886.6,UPI,2022-11-13,SVR Mall,18.31,priya.goud@apsrtc.gov.in,Female,34,Proddatur,5069.84
INV08403,CUST0764,Clothing,Silk Pattu Saree,2,13222.95,UPI,2023-11-13,PSR Shopping Mall,14.43,vijay.pillai@hotmail.com,Male,49,Kadapa,22629.76
INV08404,CUST0838,Clothing,Lehenga,6,3917.85,Debit Card,2023-05-13,SVR Mall,47.96,ramesh.kondaiah@hotmail.com,Male,34,Proddatur,12233.09
INV08405,CUST1224,Home & Kitchen,Cotton Bed Sheet,4,1356.66,UPI,2022-05-19,Proddatur Central Mall,8.42,sarala.suryanarayana@yahoo.com,Female,62,Jammalamadugu,4969.72
INV08406,CUST0348,Groceries,Sunflower Oil (5L),1,1020.13,Credit Card,2022-09-04,PSR Shopping Mall,4.02,savitri.shastri@yahoo.com,Female,23,Kadapa,979.12
INV08407,CUST1565,Jewelry,Gold Plated Bangles,1,1110.7,UPI,2022-10-12,Proddatur Central Mall,24.79,priya.shastri@kakinada.edu.in,Female,53,Kamalapuram,835.36
INV08408,CUST1723,Clothing,Kurta Pajama,1,1317.96,Credit Card,2023-01-31,PSR Shopping Mall,47.96,kiran.babu@kakinada.edu.in,Male,32,Proddatur,685.87
INV08409,CUST1395,Footwear,Sports Sneakers,1,1638.92,UPI,2022-02-12,JC Brothers Shopping Complex,23.69,jaya.gowda@rediffmail.com,Female,33,Kadapa,1250.66
INV08410,CUST1894,Jewelry,Pearl Necklace,2,3456.88,UPI,2022-10-08,PSR Shopping Mall,8.61,rajesh.setty@yahoo.com,Male,29,Badvel,6318.49
INV08411,CUST0436,Jewelry,Temple Jewellery Set,5,3255.36,UPI,2022-10-21,JC Brothers Shopping Complex,12.37,anupama.rao@gmail.com,Female,47,Proddatur,14263.36
INV08412,CUST0748,Clothing,Cotton Dhoti,10,422.0,Credit Card,2022-08-30,Proddatur Central Mall,44.29,sunita.raju@apcob.org,Female,40,Proddatur,2350.96
INV08413,CUST0844,Clothing,Silk Pattu Saree,1,9954.76,Credit Card,2022-07-04,JC Brothers Shopping Complex,5.02,sravani.singh@apsrtc.gov.in,Female,65,Kadapa,9455.03
INV08414,CUST1689,Clothing,Kurta Pajama,1,2007.19,Debit Card,2023-06-25,Sri Lakshmi Shopping Mall,3.58,kavita.achary@andhramail.com,Female,43,Proddatur,1935.33
INV08415,CUST1316,Beauty,Nivea Skin Cream,2,440.53,Cash,2023-10-01,SVR Mall,34.77,mohan.varma@outlook.com,Male,44,Proddatur,574.72
INV08416,CUST1130,Home & Kitchen,Wooden Cutting Board,1,654.83,UPI,2022-03-27,Proddatur Central Mall,46.86,srikanth.shastri@andhramail.com,Male,31,Yerraguntla,347.98
INV08417,CUST0726,Clothing,Kids' T-Shirt,8,599.78,Debit Card,2022-10-14,SVR Mall,49.06,swapna.ramakrishna@yahoo.com,Female,54,Proddatur,2444.22
INV08418,CUST1129,Electronics,LG Smart TV,1,37818.8,UPI,2023-05-20,SVR Mall,25.41,siva.gupta@apcob.org,Male,34,Rayachoti,28209.04
INV08419,CUST0814,Groceries,MTR Masala Pack,1,423.56,UPI,2022-08-14,SVR Mall,1.8,sravani.hegde@rediffmail.com,Female,60,Pulivendla,415.94
INV08420,CUST1934,Groceries,Kellogg's Corn Flakes,5,233.12,Cash,2022-06-30,JC Brothers Shopping Complex,26.68,ramesh.reddy@gmail.com,Male,43,Jammalamadugu,854.62
INV08421,CUST1186,Electronics,Havells Water Heater,2,5246.72,UPI,2022-12-24,SVR Mall,13.67,sudha.swamy@outlook.com,Female,62,Proddatur,9058.99
INV08422,CUST0642,Groceries,Basmati Rice (5kg),2,646.78,UPI,2023-10-24,Proddatur Central Mall,21.42,prasad.choudhary@proddaturmail.com,Male,33,Proddatur,1016.48
INV08423,CUST1476,Footwear,Traditional Mojari,1,1286.29,Credit Card,2022-07-29,JC Brothers Shopping Complex,10.14,kalyan.pandey@outlook.com,Male,45,Badvel,1155.86
INV08424,CUST1146,Electronics,Philips Mixer Grinder,8,3731.46,UPI,2023-12-08,SVR Mall,17.01,anitha.chowdary@proddaturmail.com,Female,57,Rajampet,24773.91
INV08425,CUST1524,Footwear,Women's Kolhapuri Chappals,6,607.11,Debit Card,2022-07-20,Proddatur Central Mall,45.43,divya.hegde@hotmail.com,Female,26,Proddatur,1987.8
INV08426,CUST0784,Clothing,Cotton Dhoti,1,526.14,Credit Card,2022-04-27,SVR Mall,46.9,meena.goud@andhramail.com,Female,34,Pulivendla,279.38
INV08427,CUST1477,Electronics,Crompton Ceiling Fan,2,2758.9,Debit Card,2023-01-23,PSR Shopping Mall,1.75,anupama.sastry@rediffmail.com,Female,52,Proddatur,5421.24
INV08428,CUST1463,Electronics,OnePlus Nord CE 2,2,27913.35,UPI,2022-04-06,Proddatur Central Mall,11.16,rani.varma@kakinada.edu.in,Female,26,Kadapa,49596.44
INV08429,CUST1418,Electronics,LG Smart TV,4,44310.87,Debit Card,2022-08-26,Sri Lakshmi Shopping Mall,32.67,krishna.setty@andhramail.com,Male,27,Yerraguntla,119338.04
INV08430,CUST0656,Clothing,Designer Blouse,2,1027.12,UPI,2022-05-06,Proddatur Central Mall,38.04,sandhya.ramakrishna@gmail.com,Female,27,Jammalamadugu,1272.81
INV08431,CUST0589,Clothing,Churidar Set,6,2214.56,UPI,2022-09-24,Proddatur Central Mall,41.09,latha.subramaniam@rediffmail.com,Female,27,Kadapa,7827.58
INV08432,CUST1174,Clothing,Silk Pattu Saree,8,8427.69,Paytm,2022-05-16,Proddatur Central Mall,40.95,savitri.srinivasulu@yahoo.com,Female,31,Yerraguntla,39812.41
INV08433,CUST1260,Electronics,Samsung Galaxy M32,2,15846.84,Debit Card,2023-10-08,SVR Mall,19.84,babu.sharma@outlook.com,Male,42,Proddatur,25405.65
INV08434,CUST0599,Home & Kitchen,Designer Curtains,7,2553.0,Debit Card,2023-12-14,SVR Mall,0.04,kiran.subramaniam@apcob.org,Male,29,Kadapa,17863.85
INV08435,CUST1083,Footwear,Traditional Mojari,3,1298.33,Cash,2023-09-30,SVR Mall,26.99,pavan.suryanarayana@apcob.org,Male,36,Kadapa,2843.73
INV08436,CUST1093,Groceries,Nandini Ghee (1L),3,562.55,Paytm,2023-09-18,SVR Mall,21.46,sujatha.iyer@yahoo.com,Female,43,Kadapa,1325.48
INV08437,CUST1681,Groceries,Telugu Pickles (1kg),1,314.83,UPI,2022-06-23,Sri Lakshmi Shopping Mall,48.08,vijaya.agarwal@hotmail.com,Female,34,Proddatur,163.46
INV08438,CUST0192,Groceries,Britannia Biscuits Pack,1,130.52,Debit Card,2022-05-12,Proddatur Central Mall,32.49,krishna.prasad@rediffmail.com,Male,58,Rayachoti,88.11
INV08439,CUST1358,Clothing,Readymade Salwar,6,1489.64,Debit Card,2022-11-24,Proddatur Central Mall,46.68,rao.iyer@andhramail.com,Male,36,Jammalamadugu,4765.66
INV08440,CUST0196,Home & Kitchen,Wooden Cutting Board,6,444.94,Debit Card,2023-09-25,Proddatur Central Mall,25.03,satish.achary@outlook.com,Male,34,Proddatur,2001.43
INV08441,CUST1079,Home & Kitchen,Milton Flask Set,3,1390.65,Cash,2022-02-26,PSR Shopping Mall,36.29,narayana.venkateswarlu@outlook.com,Male,30,Proddatur,2657.95
INV08442,CUST1375,Beauty,Forest Essentials Cream,11,1006.0,Paytm,2022-11-27,SVR Mall,30.03,priya.nayak@outlook.com,Female,31,Mydukur,7742.88
INV08443,CUST1947,Beauty,Nivea Skin Cream,9,313.18,Credit Card,2022-03-14,Sri Lakshmi Shopping Mall,15.46,usha.kondaiah@gmail.com,Female,37,Badvel,2382.86
INV08444,CUST1730,Electronics,Boat Headphones,1,1586.86,Credit Card,2022-03-17,JC Brothers Shopping Complex,35.08,nirmala.narayan@apcob.org,Female,43,Proddatur,1030.19
INV08445,CUST0412,Beauty,Dove Soap (Pack of 3),7,190.0,Debit Card,2023-02-27,JC Brothers Shopping Complex,9.59,ramesh.subramaniam@apsrtc.gov.in,Male,63,Proddatur,1202.45
INV08446,CUST0179,Groceries,Toor Dal (2kg),4,293.25,Debit Card,2023-09-02,Sri Lakshmi Shopping Mall,0.94,reddy.gowda@outlook.com,Male,62,Mydukur,1161.97
INV08447,CUST1341,Groceries,Basmati Rice (5kg),3,556.2,Cash,2022-10-16,SVR Mall,20.81,naidu.raju@hotmail.com,Male,31,Proddatur,1321.36
INV08448,CUST0958,Home & Kitchen,Plastic Storage Containers,1,583.63,UPI,2023-06-01,SVR Mall,46.76,reddy.chowdary@apcob.org,Male,23,Kadapa,310.72
INV08449,CUST1668,Clothing,Kurta Pajama,3,1929.45,Cash,2022-03-24,Sri Lakshmi Shopping Mall,12.26,anil.gowda@andhramail.com,Male,61,Mydukur,5078.7
INV08450,CUST1587,Clothing,Designer Blouse,3,1340.55,UPI,2023-01-09,Proddatur Central Mall,32.99,vijaya.pandey@rediffmail.com,Female,47,Rayachoti,2694.91
INV08451,CUST0348,Home & Kitchen,Faber Chimney,4,14113.71,UPI,2023-10-01,Proddatur Central Mall,36.8,savitri.shastri@yahoo.com,Female,23,Kadapa,35679.46
INV08452,CUST0499,Home & Kitchen,Milton Flask Set,3,1101.95,UPI,2022-09-01,SVR Mall,38.2,mohan.prasad@yahoo.com,Male,66,Proddatur,2043.02
INV08453,CUST0160,Clothing,Designer Blouse,2,1473.31,Cash,2023-05-19,Proddatur Central Mall,47.4,vamsi.suryanarayana@apcob.org,Male,48,Rajampet,1549.92
INV08454,CUST0115,Clothing,Women's Saree,2,1754.9,Cash,2022-03-12,Sri Lakshmi Shopping Mall,48.34,sunita.gopal@outlook.com,Female,44,Mydukur,1813.16
INV08455,CUST0521,Footwear,Rubber Flip Flops,10,272.54,Credit Card,2023-03-01,Sri Lakshmi Shopping Mall,25.74,surya.hegde@gmail.com,Male,42,Yerraguntla,2023.88
INV08456,CUST0949,Jewelry,Temple Jewellery Set,1,3948.74,Credit Card,2022-10-16,PSR Shopping Mall,29.08,manoj.pandey@kakinada.edu.in,Male,57,Proddatur,2800.45
INV08457,CUST1922,Electronics,Boat Headphones,2,2341.4,Paytm,2023-11-21,Sri Lakshmi Shopping Mall,12.05,anil.varma@proddaturmail.com,Male,19,Proddatur,4118.52
INV08458,CUST0917,Footwear,Ladies Heels,2,1221.82,Cash,2023-09-10,JC Brothers Shopping Complex,29.84,reddy.varma@outlook.com,Male,32,Kadapa,1714.46
INV08459,CUST0053,Clothing,Churidar Set,4,2082.41,UPI,2022-05-23,PSR Shopping Mall,37.18,suresh.ramakrishna@apsrtc.gov.in,Male,62,Kadapa,5232.68
INV08460,CUST0416,Electronics,Mi Power Bank,2,1730.68,Credit Card,2022-03-23,Sri Lakshmi Shopping Mall,8.93,siva.agarwal@outlook.com,Male,37,Kamalapuram,3152.26
INV08461,CUST1940,Footwear,Kids' School Shoes,4,717.63,Paytm,2023-05-09,PSR Shopping Mall,40.97,usha.suryanarayana@yahoo.com,Female,25,Proddatur,1694.47
INV08462,CUST1480,Clothing,Kurta Pajama,4,2360.99,Paytm,2023-01-17,SVR Mall,40.89,prasad.pillai@rediffmail.com,Male,36,Kamalapuram,5582.32
INV08463,CUST0560,Clothing,Kurta Pajama,12,2120.52,UPI,2022-08-16,PSR Shopping Mall,43.85,sirisha.murthy@apcob.org,Female,43,Kadapa,14288.06
INV08464,CUST1038,Beauty,Himalaya Face Wash,4,209.74,Debit Card,2022-01-10,PSR Shopping Mall,21.81,rama.patil@rediffmail.com,Female,48,Proddatur,655.98
INV08465,CUST0752,Home & Kitchen,Copper Water Bottles,2,860.08,Cash,2022-08-17,JC Brothers Shopping Complex,8.13,sridevi.raju@yahoo.com,Female,62,Proddatur,1580.31
INV08466,CUST1582,Electronics,Bajaj Induction Cooker,2,4591.92,Credit Card,2023-05-08,PSR Shopping Mall,20.14,jaya.babu@outlook.com,Female,35,Proddatur,7334.21
INV08467,CUST0777,Clothing,Churidar Set,2,3011.74,Debit Card,2022-02-03,Sri Lakshmi Shopping Mall,30.73,sarita.achary@yahoo.com,Female,30,Proddatur,4172.46
INV08468,CUST0491,Groceries,Nandini Ghee (1L),4,611.04,Paytm,2022-05-28,Proddatur Central Mall,6.33,kiran.naidu@hotmail.com,Male,37,Kadapa,2289.44
INV08469,CUST0048,Home & Kitchen,Clay Cookware Set,5,1794.67,UPI,2022-08-26,Proddatur Central Mall,6.81,rani.babu@apsrtc.gov.in,Female,39,Kadapa,8362.26
INV08470,CUST0974,Clothing,Kurta Pajama,1,2362.86,Debit Card,2023-11-04,Sri Lakshmi Shopping Mall,6.56,aparna.gopal@andhramail.com,Female,30,Kadapa,2207.86
INV08471,CUST1872,Clothing,Kurta Pajama,2,2429.54,Cash,2022-01-18,JC Brothers Shopping Complex,7.06,savitri.iyer@proddaturmail.com,Female,30,Kadapa,4516.03
INV08472,CUST1128,Beauty,Ayurvedic Face Pack,3,514.22,UPI,2023-01-26,PSR Shopping Mall,22.6,mohan.chowdary@gmail.com,Male,36,Proddatur,1194.02
INV08473,CUST1773,Home & Kitchen,Steel Dinner Set,2,1842.89,UPI,2022-04-21,JC Brothers Shopping Complex,6.21,murali.rao@hotmail.com,Male,58,Proddatur,3456.89
INV08474,CUST0030,Clothing,Designer Blouse,3,1035.64,Debit Card,2022-06-26,SVR Mall,49.75,sridevi.prasad@gmail.com,Female,23,Proddatur,1561.23
INV08475,CUST1173,Jewelry,Silver Toe Rings,1,210.67,Debit Card,2023-07-31,PSR Shopping Mall,35.25,krishna.venkateswarlu@apsrtc.gov.in,Male,44,Proddatur,136.41
INV08476,CUST1599,Electronics,Sony Home Theatre,1,15156.0,Cash,2022-09-25,PSR Shopping Mall,47.61,sarita.venkateswarlu@andhramail.com,Female,25,Proddatur,7940.23
INV08477,CUST0423,Beauty,Nivea Skin Cream,3,342.64,UPI,2023-11-12,Sri Lakshmi Shopping Mall,37.14,manoj.prasad@gmail.com,Male,25,Jammalamadugu,646.15
INV08478,CUST1047,Beauty,L'Oreal Hair Color,1,831.72,Cash,2023-04-02,Sri Lakshmi Shopping Mall,49.67,chandra.kondaiah@kakinada.edu.in,Male,30,Proddatur,418.6
INV08479,CUST0566,Electronics,Boat Headphones,1,2842.17,UPI,2022-05-31,SVR Mall,49.25,sunita.subramaniam@andhramail.com,Female,42,Kamalapuram,1442.4
INV08480,CUST1903,Electronics,Bajaj Induction Cooker,8,5354.42,Paytm,2023-04-13,JC Brothers Shopping Complex,28.18,sujana.shastri@gmail.com,Female,50,Proddatur,30764.36
INV08481,CUST0183,Home & Kitchen,Prestige Pressure Cooker,1,1865.96,Debit Card,2023-09-05,PSR Shopping Mall,47.7,subba.singh@apsrtc.gov.in,Male,61,Rajampet,975.9
INV08482,CUST1097,Electronics,Havells Water Heater,1,7900.85,Cash,2023-12-17,Proddatur Central Mall,13.89,durga.narayan@outlook.com,Female,30,Proddatur,6803.42
INV08483,CUST0896,Home & Kitchen,Clay Cookware Set,2,1701.72,UPI,2022-12-07,PSR Shopping Mall,12.16,sujana.babu@outlook.com,Female,29,Kadapa,2989.58
INV08484,CUST1952,Groceries,Toor Dal (2kg),4,254.08,Debit Card,2023-11-16,PSR Shopping Mall,5.45,sudhakar.narayan@andhramail.com,Male,30,Jammalamadugu,960.93
INV08485,CUST1411,Clothing,Kids' T-Shirt,3,785.31,Debit Card,2023-06-08,Proddatur Central Mall,37.06,meena.venkateswarlu@kakinada.edu.in,Female,29,Proddatur,1482.82
INV08486,CUST1079,Clothing,Kurta Pajama,2,1259.29,Paytm,2023-05-12,PSR Shopping Mall,37.64,narayana.venkateswarlu@outlook.com,Male,30,Proddatur,1570.59
INV08487,CUST0846,Clothing,Lehenga,7,3267.09,Credit Card,2023-01-11,JC Brothers Shopping Complex,32.77,kavita.ramakrishna@gmail.com,Female,36,Jammalamadugu,15375.25
INV08488,CUST0388,Clothing,Silk Pattu Saree,1,11818.28,Cash,2023-05-02,Sri Lakshmi Shopping Mall,27.53,lalitha.agarwal@yahoo.com,Female,29,Rayachoti,8564.71
INV08489,CUST1477,Home & Kitchen,Prestige Pressure Cooker,7,1884.63,UPI,2022-05-29,PSR Shopping Mall,13.42,anupama.sastry@rediffmail.com,Female,52,Proddatur,11421.99
INV08490,CUST0618,Groceries,Aashirvaad Atta (10kg),9,472.23,UPI,2023-04-20,Sri Lakshmi Shopping Mall,31.84,harish.kondaiah@apcob.org,Male,31,Yerraguntla,2896.85
INV08491,CUST0988,Jewelry,Temple Jewellery Set,2,2361.45,UPI,2023-01-05,SVR Mall,27.16,rama.choudhary@outlook.com,Female,36,Proddatur,3440.16
INV08492,CUST1314,Electronics,Crompton Ceiling Fan,7,1514.7,Cash,2023-09-19,PSR Shopping Mall,40.08,madhavi.prakash@apsrtc.gov.in,Female,53,Proddatur,6353.26
INV08493,CUST0589,Groceries,Aashirvaad Atta (10kg),2,438.42,Debit Card,2022-05-06,JC Brothers Shopping Complex,3.54,latha.subramaniam@rediffmail.com,Female,27,Kadapa,845.8
INV08494,CUST0893,Home & Kitchen,Prestige Pressure Cooker,1,2363.78,Cash,2022-10-10,JC Brothers Shopping Complex,22.5,anupama.sastry@apcob.org,Female,54,Jammalamadugu,1831.93
INV08495,CUST1511,Footwear,Kids' School Shoes,3,981.83,Paytm,2023-12-24,PSR Shopping Mall,39.77,madhavi.rao@gmail.com,Female,53,Kadapa,1774.07
INV08496,CUST0341,Clothing,Lehenga,3,2683.06,UPI,2022-11-27,JC Brothers Shopping Complex,49.79,narayana.prakash@proddaturmail.com,Male,38,Proddatur,4041.49
INV08497,CUST0170,Beauty,Biotique Face Scrub,2,209.31,Credit Card,2023-05-03,JC Brothers Shopping Complex,8.21,kiran.devi@kakinada.edu.in,Male,42,Mydukur,384.25
INV08498,CUST0659,Electronics,Philips Mixer Grinder,4,3887.3,Cash,2022-05-03,SVR Mall,21.93,suresh.kumar@apcob.org,Male,44,Proddatur,12139.26
INV08499,CUST0766,Beauty,Lakme Lipstick,5,303.12,UPI,2023-05-20,JC Brothers Shopping Complex,26.49,ramesh.srinivasulu@apsrtc.gov.in,Male,41,Rajampet,1114.12
INV08500,CUST1877,Electronics,Havells Water Heater,8,4820.58,Debit Card,2022-02-27,Proddatur Central Mall,17.03,sunil.gopal@outlook.com,Male,42,Kadapa,31997.08
INV08501,CUST1057,Clothing,Women's Saree,1,2710.22,Cash,2023-11-16,Proddatur Central Mall,44.37,latha.pandey@outlook.com,Female,50,Kamalapuram,1507.7
INV08502,CUST1461,Clothing,Men's Cotton Shirt,2,1956.53,UPI,2023-10-31,PSR Shopping Mall,7.73,naidu.kumar@gmail.com,Male,35,Badvel,3610.58
INV08503,CUST0581,Clothing,Men's Cotton Shirt,1,1555.95,UPI,2022-02-27,Proddatur Central Mall,1.6,vijay.nayak@proddaturmail.com,Male,37,Proddatur,1531.05
INV08504,CUST1277,Electronics,Sony Home Theatre,5,15650.27,Cash,2023-02-10,PSR Shopping Mall,4.53,babu.pillai@gmail.com,Male,30,Pulivendla,74706.56
INV08505,CUST1087,Clothing,Readymade Salwar,15,1028.22,Credit Card,2023-03-22,Sri Lakshmi Shopping Mall,44.83,rajesh.sharma@kakinada.edu.in,Male,43,Kamalapuram,8509.03
INV08506,CUST0342,Electronics,Havells Water Heater,5,7033.9,Credit Card,2022-02-15,JC Brothers Shopping Complex,36.97,aparna.raju@andhramail.com,Female,38,Proddatur,22167.34
INV08507,CUST0577,Sports,Cosco Basketball,6,995.12,UPI,2023-08-11,PSR Shopping Mall,35.48,rama.gopal@yahoo.com,Female,28,Jammalamadugu,3852.31
INV08508,CUST1561,Electronics,Samsung Galaxy M32,3,12746.94,Credit Card,2022-03-29,SVR Mall,27.97,pavani.kondaiah@kakinada.edu.in,Female,34,Proddatur,27544.86
INV08509,CUST0733,Electronics,LG Smart TV,8,28484.98,Paytm,2022-06-05,PSR Shopping Mall,16.22,naveen.sharma@apcob.org,Male,45,Jammalamadugu,190917.73
INV08510,CUST1596,Jewelry,Silver Anklets,10,1853.95,UPI,2022-11-08,Sri Lakshmi Shopping Mall,13.04,ramesh.prakash@rediffmail.com,Male,42,Kadapa,16121.95
INV08511,CUST1658,Home & Kitchen,Wooden Cutting Board,8,319.1,UPI,2023-06-18,Proddatur Central Mall,19.19,rama.suryanarayana@apcob.org,Female,32,Proddatur,2062.92
INV08512,CUST1114,Clothing,Women's Saree,2,6111.98,Paytm,2022-09-30,PSR Shopping Mall,19.03,sarala.varma@outlook.com,Female,40,Proddatur,9897.74
INV08513,CUST1510,Clothing,Churidar Set,3,3336.56,UPI,2023-08-03,Proddatur Central Mall,43.3,sridevi.prasad@andhramail.com,Female,50,Proddatur,5675.49
INV08514,CUST0188,Electronics,LG Smart TV,1,38352.29,UPI,2022-10-26,Proddatur Central Mall,13.44,naga.narayan@gmail.com,Male,41,Jammalamadugu,33197.74
INV08515,CUST0514,Electronics,Bajaj Induction Cooker,6,5443.45,UPI,2023-01-31,JC Brothers Shopping Complex,39.18,durga.pillai@apcob.org,Female,56,Yerraguntla,19864.24
INV08516,CUST0161,Footwear,Bata Formal Shoes,1,2656.78,Cash,2023-08-23,SVR Mall,39.53,praveen.setty@kakinada.edu.in,Male,34,Badvel,1606.55
INV08517,CUST1300,Groceries,Telugu Pickles (1kg),4,395.27,Debit Card,2023-02-24,PSR Shopping Mall,30.61,madhavi.gupta@outlook.com,Female,47,Rayachoti,1097.11
INV08518,CUST0726,Home & Kitchen,Prestige Pressure Cooker,2,2760.19,Credit Card,2022-11-05,SVR Mall,34.55,swapna.ramakrishna@yahoo.com,Female,54,Proddatur,3613.09
INV08519,CUST1948,Electronics,Havells Water Heater,3,7912.53,UPI,2022-04-08,SVR Mall,1.46,harish.subramaniam@apsrtc.gov.in,Male,28,Jammalamadugu,23391.02
INV08520,CUST1053,Clothing,Silk Pattu Saree,1,17836.65,UPI,2022-04-12,SVR Mall,19.65,naidu.choudhary@yahoo.com,Male,62,Jammalamadugu,14331.75
INV08521,CUST1868,Home & Kitchen,Steel Dinner Set,8,1677.98,Cash,2023-06-28,PSR Shopping Mall,27.5,rani.choudhary@andhramail.com,Female,28,Proddatur,9732.28
INV08522,CUST0490,Electronics,Samsung Galaxy M32,5,15965.44,Credit Card,2022-03-10,JC Brothers Shopping Complex,24.41,krishna.murthy@andhramail.com,Male,58,Kadapa,60341.38
INV08523,CUST1494,Footwear,Men's Leather Sandals,6,1730.32,UPI,2022-02-03,Sri Lakshmi Shopping Mall,32.93,savitri.goud@gmail.com,Female,25,Proddatur,6963.15
INV08524,CUST1878,Groceries,Nandini Ghee (1L),1,624.1,Cash,2023-11-27,PSR Shopping Mall,45.91,pavan.chowdary@proddaturmail.com,Male,39,Kadapa,337.58
INV08525,CUST0215,Beauty,Biotique Face Scrub,9,201.75,Credit Card,2022-11-07,Sri Lakshmi Shopping Mall,15.51,sunil.ramakrishna@kakinada.edu.in,Male,47,Yerraguntla,1534.13
INV08526,CUST1731,Electronics,Boat Headphones,6,1138.69,Debit Card,2022-03-26,JC Brothers Shopping Complex,15.52,praveen.shastri@rediffmail.com,Male,32,Proddatur,5771.79
INV08527,CUST0486,Sports,Table Tennis Racket,5,551.4,UPI,2023-02-27,Proddatur Central Mall,42.3,sujatha.choudhary@kakinada.edu.in,Female,59,Proddatur,1590.79
INV08528,CUST1173,Home & Kitchen,Prestige Pressure Cooker,2,1850.05,Cash,2023-05-29,JC Brothers Shopping Complex,45.36,krishna.venkateswarlu@apsrtc.gov.in,Male,44,Proddatur,2021.73
INV08529,CUST1328,Jewelry,Imitation Bridal Set,1,5684.85,Debit Card,2022-07-03,PSR Shopping Mall,33.14,rama.prakash@proddaturmail.com,Female,51,Proddatur,3800.89
INV08530,CUST0956,Groceries,Telugu Pickles (1kg),1,377.22,Paytm,2023-08-24,Sri Lakshmi Shopping Mall,10.52,priya.agarwal@rediffmail.com,Female,35,Proddatur,337.54
INV08531,CUST1979,Electronics,Sony Home Theatre,1,15328.12,Cash,2023-09-14,Proddatur Central Mall,13.75,narayana.shastri@rediffmail.com,Male,56,Proddatur,13220.5
INV08532,CUST1583,Home & Kitchen,Prestige Pressure Cooker,1,3137.33,Credit Card,2022-12-11,PSR Shopping Mall,37.26,praveen.raju@andhramail.com,Male,42,Mydukur,1968.36
INV08533,CUST1620,Groceries,Nandini Ghee (1L),4,520.36,UPI,2022-05-21,Proddatur Central Mall,6.22,ganesh.gupta@apcob.org,Male,48,Mydukur,1951.97
INV08534,CUST1057,Clothing,Lehenga,1,6176.34,Debit Card,2023-09-17,Sri Lakshmi Shopping Mall,46.81,latha.pandey@outlook.com,Female,50,Kamalapuram,3285.2
INV08535,CUST0738,Sports,Skipping Rope,1,389.97,UPI,2023-08-21,Proddatur Central Mall,36.07,sunita.kumar@proddaturmail.com,Female,53,Proddatur,249.31
INV08536,CUST1119,Home & Kitchen,Faber Chimney,3,12095.94,Debit Card,2022-04-03,Sri Lakshmi Shopping Mall,21.2,lalitha.sharma@yahoo.com,Female,31,Kamalapuram,28594.8
INV08537,CUST1374,Clothing,Lehenga,4,9552.88,UPI,2023-06-08,SVR Mall,46.48,mahesh.gowda@apsrtc.gov.in,Male,38,Proddatur,20450.81
INV08538,CUST0237,Clothing,Lehenga,5,3309.75,Credit Card,2023-11-10,Sri Lakshmi Shopping Mall,8.31,sarita.swamy@kakinada.edu.in,Female,32,Proddatur,15173.55
INV08539,CUST1834,Electronics,LG Smart TV,1,46212.22,Debit Card,2022-03-09,JC Brothers Shopping Complex,3.97,kiran.singh@apcob.org,Male,49,Kamalapuram,44377.59
INV08540,CUST1589,Beauty,Dove Soap (Pack of 3),1,175.32,Cash,2023-05-10,Sri Lakshmi Shopping Mall,31.5,sarita.setty@rediffmail.com,Female,36,Proddatur,120.09
INV08541,CUST0897,Beauty,Dove Soap (Pack of 3),1,181.46,Paytm,2022-09-21,Proddatur Central Mall,33.12,reddy.sharma@andhramail.com,Male,32,Kadapa,121.36
INV08542,CUST0692,Beauty,Maybelline Mascara,1,408.65,UPI,2022-03-22,Proddatur Central Mall,33.05,babu.kumar@andhramail.com,Male,36,Proddatur,273.59
INV08543,CUST1877,Electronics,Bajaj Induction Cooker,3,3733.49,Paytm,2023-08-20,JC Brothers Shopping Complex,35.43,sunil.gopal@outlook.com,Male,42,Kadapa,7232.14
INV08544,CUST1450,Beauty,Himalaya Face Wash,4,289.4,Credit Card,2022-12-22,SVR Mall,41.7,sravani.sharma@rediffmail.com,Female,46,Mydukur,674.88
INV08545,CUST0173,Groceries,Britannia Biscuits Pack,2,192.07,UPI,2022-08-03,PSR Shopping Mall,13.52,rao.raju@rediffmail.com,Male,39,Proddatur,332.2
